,Title,Score,Comment
5125,레드 스패로,4,초반 개연성이 너무 약하고... 주인공이 (영화속표현 그대로)OO학원에서 훌륭한 OO가되는 수업만 3개월 들으니 갑자기 일류 스파이가 되어있고... 스파이 물이라고는 믿기싫을정도로 설정의 짜임새라던가 연출이 허술함.
5126,베놈 2: 렛 데어 비 카니지,8,평점이 생각보다 낮아 별 기대 안하고 갔는데그래서 그런지 재밌게 봄ㅎㅎㅎ역시 킬링타임용으로 좋음
5127,비트,2,이딴 영화가 평점 높다는게 이해가 안된다
5128,서유기: 재세요왕,10,서유기 내용을 잘살린 애니메이션입니다. 즐겁게 감상하였습니다.
5129,베놈 2: 렛 데어 비 카니지,10,나름 볼만했는데 평점 낮아서..의외
5130,베놈 2: 렛 데어 비 카니지,9,저는 재밌다고 생각하면서 봤어요.카니지는 베놈에게서 파생된 건데 어째서 더 강할까 사형하려고 캐서디에게 주입된 약물때문인가? 등의 생각을 하면서요. 마지막 쿠키 영상에서는 조금 충격...
5131,보이스,10,부모님 교육용으로도 예매해드렸네요. 괜찮아요
5132,베놈 2: 렛 데어 비 카니지,10,별로라고 해서 기대 안했는데 이해하기도 쉽고 너무 재미있었어요! 강추!3빨리 나왔으면 좋겠어요!ㅎㅎ
5133,쇼미더고스트,8,저예산 장르영화의 모습으로 청년들의 연대를  다룬다.특출나진않아도 나름 귀엽고 정겹다.
5134,베놈 2: 렛 데어 비 카니지,5,드라마 1화 내용을 90분으로 늘여놓은듯한 얕고도 임팩트없는 스토리. 마지막 쿠키를 위해 영화를 만든건가 싶음;;
5135,사일런트 힐,10,평점이 정말 이해가 안가네요최고의 공포 영화 입니다
5136,말리그넌트,10,너무 충격적이라..할말이..헐~
5137,더 길티,1,한번봐보세요 진짜 답답하고 암걸렸어요
5138,유어 아이즈 텔,8,한국여자였으면 눈뜨고선 쌩깐다에 한표.
5139,모가디슈,10,"긴박감도 있고, 너무 감동적이다북한과 남한이 이렇게 협동을 했구나.."
5140,스팅,10,EBS 시청중 내가좋아하는 무려43년전 로버트 레드포드 리즈시절~~~
5141,모가디슈,2,저배우들가지고 ...안타까움
5142,48 + 1,3,묵혀둔 하드의 진주희를 꺼내본다....
5143,베놈 2: 렛 데어 비 카니지,10,스토리는 별로지만 연기력은 지림
5144,소리도 없이,2,이게 영화인지...  시간낭비인지
5145,노회찬6411,7,"오물통엔 오물을 들이부어도 표가 나지 않지만, 백지에는 먹물 한 방울만 떨어져도 눈에 확 띈다. 누군가에겐 고작일 사건이 또 다른 누군가에겐 죽음보다 더한 수치와 모욕일 수 있다."
5146,걸캅스,1,영화 너무 막 만들었는데요?... 배우들이 아깝다
5147,디 아더스,10,식스센스보다 먼저나왔더라면..
5148,베놈 2: 렛 데어 비 카니지,10,베놈이 귀엽고 섹시해요
5149,베놈 2: 렛 데어 비 카니지,10,내용은 뻔하지만 재밌음
5150,신세계,10,와~ 명작이네~ 재미있어~
5151,베놈 2: 렛 데어 비 카니지,1,빡친진진짜아오아오같이간미쿠도죽인다
5152,스팅,10,"EBS에서  지금 하는군요,  어릴때 재밋게 봤는데.."
5153,삼진그룹 영어토익반,10,제목이 뭐 저러냐 했는데 생각보다 되게 괜찮았다
5154,007 어나더 데이,10,그때그시절다시 돌아가고싶은..
5155,노팅 힐,10,워낙  유명한  영화인데 이걸 이제보다니 보는내내 너무 좋았어요 ㅠ
5156,베놈 2: 렛 데어 비 카니지,1,1편을 또 본 줄 알았다...
5157,모가디슈,6,뭐 그냥저냥 봤네요
5158,모가디슈,10,기대안하고 봤는데 와~~진짜 재미있었어요^^
5159,십계,10,어릴 적 TV에서 봤던 기억이 있어서 성인이되서 또 보고 또보고 했네요ㅎㅎ 크리스챤이라면 꼭 봐야할 영화. 당연히 성경을 알고 봐야합니다. 지금봐도 감동이에요.
5160,소리도 없이,10,유아인 믿고보는 배우라는 타이틀에 동감입니다
5161,노회찬6411,10,오늘 날씨는 춥지만 두차례 영화 잘보고왔습니다. 두번 정도 눈물 포인트가 있어서 눈물이 찔끔 났네요. 살아서 직접 본적은 없으나 노회찬의원이 많이 그리운 오늘입니다.
5162,소리도 없이,6,초 중반 흥미롭게 전개되다가 중반 이후 부터 뭐지? 하다가 막판에 어이없는 결말...
5163,후드,10,액션이 눈에 띄는게 볼만한 영화였습니다~ 킬링 타임용으로 추천합니다.
5164,베놈 2: 렛 데어 비 카니지,10,베놈 너무 귀여워 진거 아닌가요ㅋㅋㅋ
5165,사도,10,보는 내내 정말 숨이 막혔던 영화. 근데 영화는 실제를 반도 못 담았다던데 대단합니다!
5166,푸른 호수,10,강철비니 모가디슈 따위에 비하면 이런게 바로 영화지
5167,베놈 2: 렛 데어 비 카니지,10,스토리.. 액션.. 뭐 하나 흠 잡을게 없다ㅎ
5168,소리도 없이,10,신인감독인듯한데 대단하네.. 잔인한 장면이 없는데 엄청나게 잔인하고 감동적인 장면이 없는데 울림이 있는 영화다. 상황의 잔임함이랄까.. 유아인도 이젠 엄청난 배우 반열에 오른듯.
5169,베놈 2: 렛 데어 비 카니지,6,"1편에 비해 별로 나아진 점을 모르겠다. 내내 징징대기만 하고, 안티 히어로서의 매력은 전혀 느껴지지 않는다. 쿠키 영상의 임팩트가 본편보다 크다."
5170,보이스,10,
5171,스팅,10,지금 ebs에서 보시는준 계신가요??영화 지금 시작하는데 별5개 박고 시작합니다
5172,F20,1,이런영화를 만들다니 ... 정말 어이가 없다 ㅋㅋ... 대단합니다~ 대단해~~ 당신 가족이라 생각해보슈
5173,타이타닉,10,"안 본 눈 사서 다시 보고 싶다,,"
5174,소리도 없이,8,유아인의  말소리 없는 연기로 집중해 봤네요. 영상미또한 몰입됐고 터질듯 말듯한 스토리 전개에 끌려가다 소리없는 답답함으로 끝난듯한 마무리. 하나의 색을 보여준 소중한 개성있는 영화.
5175,루카,8,따뜻한 이탈리아에서 보내는 한 여름 같은 영화
5176,그래비티,10,조르쥬 멜리아스 달세계여행 이후 단연 최고의 우주영화
5177,F20,1,기대하고 봣다가 정말 실망합니다.
5178,베놈 2: 렛 데어 비 카니지,3,액션만 기억에 남던 영화
5179,베놈 2: 렛 데어 비 카니지,10,진짜 엄청 재미있음 추천합니다
5180,소리도 없이,2,그냥 시작부터는 예의가 좀 있더니후반 갈수록 존나게 싸가지가 없는 영화합니다마지막 보고 때릴수도
5181,베놈 2: 렛 데어 비 카니지,1,피시방 충전 ㄱ ㄱ 훨 씬 야무짐
5182,"나니아 연대기 - 사자, 마녀 그리고 옷장",10,무조건 보세요 인생영화입니다
5183,베놈 2: 렛 데어 비 카니지,10,울뻔햇으요 진짜 ㅠ 베놈 넘 기여워 ㅠ ㅠ ㅜ
5184,장군의 딸,9,매들린 스토우가 벌써 노년의 대열에...인생은 스쳐가는 안개와 같으니~~~~
5185,소리도 없이,10,진짜 유아인 연기 ㄹㄱㄴ
5186,봄날은 간다,8,남자가 질리는스타일이야. 좋아한다고 해서 그것만으로 되는건 하나도없어. 뭐 잘해준것같지? 해결되는것도없고 ㅈ도 그냥 좋아서 해주고싶은거 한 것 뿐이지 뭐특별할건없어. 삶은 그렇게 살아지지않아. 현실적인 문제는 차치하더라도 이 사람은 정답이아니야. 뭐 정답을 다른사람에게 찾는것도 웃기지만 그걸 누가비난하겠어? 당사자가 아니면 할 수도 있겠지.영원한건 없고 모든건 다 변해. 뭐 라면먹을래 라고 한 말에 그냥 홀려버린거고 거기에 빠져서 현실을 못본건 상우지 은수가아니야. 그리고 지혼자 삐져가지고 또 찾아오니까 그전이랑똑같이 순애보 인걸마냥 그리고  혼자 다참는것마냥 … 밥먹엇냐고는 하루종일 쳐 물어보네. 겨우 몇개월 연해했다가 끝났다고 자기 인생망가트리는거는 전혀 이성적인게아니야. 근데 왜 내가 ㅈ같냐
5187,애나벨,10,정말 정말 정말 정말 정말 정말 깜놀했다
5188,애나벨,10,정말 정말 정말 정말 정말 정말 깜놀했다
5189,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,8,하... 팬티가 늘어나는데 왜 눈물이 나는 거지...
5190,소리도 없이,1,그냥 쓰레기영화 그 자체
5191,베놈 2: 렛 데어 비 카니지,4,"방금전 7시 영화보고온 학생입니다.일단 스토리는 개연성이 많이 떨어진다고 생각합니다.. 급전개라고 해야하나 빠진거같은 내용도 좀 있었고 지루함도 없지않아 있었네요.액션신은 나름 재밌었습니다. 톰하디 팬이여서 재밌게 봤지만 스토리는 영,, 액션신이나 베놈 시리즈를 좋아하는 사람들께는 추천합니다..! 하지만 살짝 아쉬웠던건 저만그런건가요.."
5192,베놈 2: 렛 데어 비 카니지,10,짧은시간안에 끝낼려니 아쉽긴한데 나름 잼나게본거같아요!!!!청불로좀 했으면ㅜㅜ그래도 역시 베놈!!!!
5193,007 노 타임 투 다이,4,미션임파서블 짝퉁 개연성 없는 사건들~~곳곳에 일본 상징 눈에 거슬리고 안어울리고   뭔 신파를 그래찍는지 영국감독찍다가 왠 일본계 감독???007 아니여~~
5194,베놈 2: 렛 데어 비 카니지,4,연출과 배우의 연기가 살렸다 스토리는 OOO기
5195,조작된 도시,6,연기는 다들 잘하는데 평점이 이정도 까진 아닌듯좀 유치하고 중간중간 지루함 이것저것 넣고 싶은게 많은 초짜 감독이 만든 영화같은 느낌신선하긴하고 웃긴 장면도 있어서 재밌어 질라하면갑자기 무리수를 둬서 몰입감이 떨어지는 부분이 아쉬움인물이 다 만화캐릭터 조금 욕심을 줄였으면 더 재밌지 않았을까...
5196,공작,10,네티즌 평점은 나와는 좀 다른 ..하지만 ..천재 윤종빈 감독님 정말 영화 잘 만드세요!
5197,베놈 2: 렛 데어 비 카니지,10,
5198,노회찬6411,1,결국 뇌물 받고 수치스러움에 못이겨 자살한분을 이렇게 미화하네. 위선자일 뿐이다. 죽으면 다 해결되는게ㅜ아냐.
5199,프란시스 하,10,꿈과 현실 사이에서 결국 현실과 타협한 프란시스의 모습에서 내 모습이 보였어요. 그리고 잘 적응해서 자신의 짠 안무로 무대도 만들고 결국 자신의 공간도 생긴 마지막 장면이 참 좋아요. 저도 프란시스처럼 꿋꿋하게 덤덤하게 살아갈수있었으면 해요.
5200,프리다,9,고통스럽지만 즐겁고 의미있게 살았던 멋진 예술가
5201,오션스8,10,최고의영화 계속 돌려서 봄
5202,베놈 2: 렛 데어 비 카니지,6,쿠킹영상이 다했다...? 조큼더 성장한 베놈
5203,슈퍼 에이트,10,
5204,광장,2,뱅처리 말고 병철이형 꼭 끝에 형 붙이고
5205,다크맨,10,걸작임. 마지막 장면 이블데드 주인공 잠시 나올때 희열느낌. 최고의 영화
5206,베놈 2: 렛 데어 비 카니지,3,90분이 길게 느껴지는 지루한 히어로물.. 배우들과 제작비가 아깝다
5207,릴리 슈슈의 모든 것,1,최악의 미화영화 이런범죄미화영화를 왜 좋다고 하는지 모르겠네요 영상미는 좋지만 내용자체가 뭔가 범죄방조? 이런느낌이라 영화자체도 너무 구리게 느껴네요 노래도 개인적으로 구리게 느껴지고 별로입니다
5208,베놈 2: 렛 데어 비 카니지,10,저는너무재밌게봤어요ㅋㅋㅋㅋ
5209,론 서바이버,2,지휘관의 결정이 얼마나 중요한지 보여주는.. 초반에 민간인들 왜 살려줘서 지네 목숨을 버리나?
5210,나 홀로 집에,10,크리스마스도 이제 얼마 안남았습니다.어릴 때나 어른이 돼서나 특별한 일 없어도 1년 내내 크리스마스를 기다린답니다.
5211,새콤달콤,10,
5212,더 수어사이드 스쿼드,2,노잼노잼노잼노잼노잼
5213,소리도 없이,1,진짜 왠만하면 별생각없이 보는 영화도 좋은데 이건 진짜 별로다
5214,타다: 대한민국 스타트업의 초상,10,처음 인트로 부분부터 도입 퀄리티가 높다는 느낌을 받았고 마지막 엔딩 크레딧이 올라갈때 모든 관련분들 이름을? 잘 볼수 있어서 참신했습니다. 영화가 끝나면 자막이 무척 빠르게 올라가서 누가 써 있는지도 모르거든요.타다 영화가 스타트업 초상이라는 부분이 임팩트 있게 다가 왔구요. 스타트업 하려는 모든 사람들이 꼭봐야할 영화인것 같습니다.
5215,베놈 2: 렛 데어 비 카니지,10,예매하고 나서 평점봤는데 6점인 거 보고 식겁쳤다가 영화보는 내내 재밌어서 체감상 30분 봤는데 엄청 빨리 끝난 느낌이었어요 쵝오 왜 평들 안좋게 적는지 이해불가
5216,베놈 2: 렛 데어 비 카니지,10,1편을 안 보고 2편을 바로 봤는데 은근 재밌었음. 영화를 잘 안 봐서 스토리 이런 부분도 좋다고 생각하는데 그건 내 개인적인 생각인듯
5217,배심원들,10,
5218,조제,5,둘이 좋아하는 맘을 알고부터 진짜 이야기가 시작되어야 하는데 그걸 다 잘라먹음ㅠㅠ남주혁의 연기는 너무 좋았고 외모도 멋있었음
5219,크롤,2,여주암덩어리입니다ㅇㅇㅇㅇ
5220,그레타 툰베리,10,보지도 않은 한남들의 별점테러를 맞은 걸 보니 좋은 영화가 틀림없다^^
5221,피아노,4,유명해서 본 옛날영화들 대부분은 감동적이다.근데 이건.. 왜??
5222,아미 오브 더 데드,10,감동적인 영화 정말 다시없을정도로 감동을 먹었어요 다른 사람들에게도 꼭 추천하고싶네요 모두가 같이 봤으면 좋겠어요!진짜 멋진영화입니다.그리고 다본사람들에게 말해주세요.나만 당할순 없지.
5223,렛 힘 고,10,가족 영화로 추천합니다
5224,디파티드,10,너무 재미지게 봤습니다 힙한 무간도
5225,샹치와 텐 링즈의 전설,10,재밋게 보긴했는데 아버지를 굳이 빌런으로 몰아가는 억지스런 전개가 별로였고 아버지 어머니 미모를 아들이 너무 못 물려받은거 같음...
5226,모가디슈,10,마지막 김윤석 허준호 조인성 대사없이 머리위치랑 표정만으로 먹먹하게하네요. 그장면이 젤 기억에 남아요
5227,파도가 지나간 자리,10,
5228,모가디슈,2,남북한이 한민족으로써 북괴돼지때문에 갈라져 서글픈 사실빼고는 볼게없었음. 뭐이렇게 신파가없어서  좋다는둥 헛소리하는 댓글들이 있는지 몰겠네 개노잼인데
5229,장산범,1,이래서 내가 한국 공포영화 극혐한다..용두사미+뭔가 뚝뚝 끊기는 흐름.
5230,모가디슈,10,태준기역의 구교환님 연기가 참 좋았다. 오랜만에 몰입해서 재미있게 본 영화.
5231,왓치맨,8,"Zack Snyder,,, 천재는 맞네... 지금은?"
5232,작전,10,주식을 시작하고 보니까 진짜 재미있음
5233,마더,10,맘충이란 무엇인지 알려주는 영화.
5234,허트 로커,10,말이 필요 없는 걸작이다
5235,소리도 없이,8,유재명씨의 서브 덕분에 영화제에서 유아인씨의 연기력이 빛을 본 게 아닌가 조심스레 예측해 봅니다.
5236,런던 해즈 폴른,1,런던 치안상태가 아프간 카불 수준인 정신나간 영화
5237,노회찬6411,2,좌파 우상화 영화. 세뇌당하지 마라.
5238,아담스 패밀리,8,어릴때보고 충격받았지만 무지하게 재밌게 본 영화!! 고메즈 아저씨 완전 섹시?
5239,베놈 2: 렛 데어 비 카니지,4,너무시끄럽고 정신병들보는거 힘들었음ㅡㅡ베놈1은 귀여웠다. 새 악당베놈친구 걔는 매력0.
5240,택시 드라이버,10,사회에서 멀어지는 것과 멀어지게 만드는 것.그 아슬아슬한 경계선 속에서 외로움은 틈을 메을 수 없게끔 벌어져만 간다.너무나도 역설적이게 아름다운 재즈는 외로움을 달래는 것인지 더 취하게 만드는 것인지 알 수 없는 아이러니.
5241,기적,10,아 진짜 혼자 보러갔다가 눈물콧물 다 질질 짜고나옴 행복한 영화였어욤
5242,백엔의 사랑,9,현대 청춘들 혹은 미완성된 성인으로서의 남은 모습이 바뀌는 방황의 길. 훌륭하다.
5243,베놈 2: 렛 데어 비 카니지,4,시끄러움~  내용짬뽕 졸려요
5244,메기,9,코믹영화라면 대사나 상황이 재밌다. 미스터리 영화라면 판타지에 가깝다. 인권영화라면 가르치지도 않고 일방적이지도 않아서 좋다. 믿음과 불신 이것은 우리 인생의 평생에 걸친 문제.
5245,베놈 2: 렛 데어 비 카니지,2,진짜 개연성 없이 흘러가고초반 30~40분은 진짜 액션없이ㅋㅋㅋ무슨드라마 보는줄 ... 노잼 ㅠㅠㅠ
5246,더 셰프,8,"열정은 함께 미쳐가는 것이고,완벽은 함께 이룰 수 있는 것이다."
5247,베놈 2: 렛 데어 비 카니지,10,확실히 영화관에서 보니까 영상에 압도 되는 느낌이네요. 볼거리도 많았고 MCU세계관과 이어지는 쿠키 영상 등 흥미로운 점이 많았습니다. 뭔가 앞으로 더 기대하게 만드는 베놈2였습니다.
5248,복수는 나의 것,10,복수는 내것으로 쟁취해야만 한다!
5249,공공의 적,10,
5250,"내 어깨 위 고양이, 밥",8,"반려동물의 의미를 이해할 수 있어서 좋았고, 사랑스럽고 귀여운 밥때문에 더 재밌었다."
5251,기생충,10,뼈속까지 다크한 현실풍자 영화. 꼽씹어 보면 볼수록 너무 어둡다.
5252,베놈 2: 렛 데어 비 카니지,10,저는 액션 좋아해서 재밌게 보고 나왔는데 평점이 이렇게 낮아서 놀랐어요...! 이정도로 재미 없진 않았는데ㅜㅜ 톰하디 연기도 좋고 베놈도 귀엽고 액션도 눈이 즐거웠습니다...
5253,베놈 2: 렛 데어 비 카니지,10,싸우는건1이더재밌고베놈매력은2가더
5254,베놈 2: 렛 데어 비 카니지,7,초반 30분은 개그물 이었음..베놈 찌질해보임..전투부터 재밌음
5255,클레멘타인,10,이것을 보면 볼수록 세상의 이치를 깨우치게 된다.세상의 이치를 깨우치고 싶으면 이 영화를 10번 이상 돌려보면 된다.
5256,악인전,10,잘 만든 영화고 다들 연기 훌륭했어요!
5257,베놈 2: 렛 데어 비 카니지,1,진심 1도 재미없움 지루해서 도망갈뻔
5258,고양이를 부탁해,8,예전에 봤는데 까먹고 다시 극장에서 또 봄. 예전 감성이 느껴진다. 그때도 지금도 청춘은 불안하다.
5259,베놈 2: 렛 데어 비 카니지,1,너무 재미없음 보지마요
5260,싱크홀,8,가볍게 보기 좋은 영화네요
5261,베놈 2: 렛 데어 비 카니지,10,생각했던 것보다는 조금 낮았지만..! 그래도 재밌었어요!!
5262,음양사 : 청아집,6,일본킹덤이랑 느낌 비슷하면서 재밋네ㆍ남자들 다들 잘생겻고
5263,베놈 2: 렛 데어 비 카니지,4,개연성이 없네요 뭔...기대 많이 했는데...ㅠㅠ
5264,베놈 2: 렛 데어 비 카니지,10,스토리가 좀 직선적이긴 한데 ㅋㅋ 평점 이렇게 줄 정도는 아니지 않나? 베놈이 다른 심비오트와 다른 점이라든지 에디와 베놈의 특별한 우정이라든지 조연들의 깨알 연기나 카니지와의 액션도 나름 볼만 했는데 ㅋㅋ 네이버 방구석 평론가 형들은 하여간 중간이 없네 ㅋㅋ 재밌으면 10점주고 명작이니 뭐니 빨아주고 조금 재미없으면 1점 ㅋㅋ
5265,십개월의 미래,10,"왜 출산율이 낮은지, 임신 이후에 여성의 커리어가 어떻게 변하는지 보여주는 영화"
5266,소리도 없이,10,감명깊게 잘 보았습니다^^~
5267,감시자들,2,잡지는 않고 맨날 추적하고 따라만 다니냐 아 진짜 개웃겨크크크  대체 무슨 때를 기다리는 거냐 한효주는 정우성 행방 놓지지도 않고 진짜 잘 따라다니네크크크
5268,실: 인연의 시작,10,
5269,모가디슈,7,남북관계도 신파로 만드는 충무로
5270,말모이,10,우리말을 지키기위한 많은 이들의 희생.  눈물이 멈추지 않는 감동적인 영화입니다
5271,리:본,10,재미있다... 왜 저평가 되는건지 이해불문...
5272,크리미널,9,제리코 개 멋졌다.번역은 역시 황석희다.
5273,보이스,1,진심으로 이딴 영화가 평점 8점중반대의 영화라고 생각하세요? 이거나 미스터주나 그게그거구만
5274,베놈 2: 렛 데어 비 카니지,8,에디와 베놈의 케미 ㅋㅋ 첸 아줌마~~ㅎㅎ쿠키영상 ㄷㄷㄷ
5275,자산어보,10,이준익감독의 기승전결이 너무 좋은 영화
5276,아수라,10,감독님 죄송합니다. ㅜㅜ 무지한 저를 욕해주세요 ㅜㅜ
5277,베놈 2: 렛 데어 비 카니지,10,눈이 쉴틈없었음..넘재밋서 화장실가고싶은거 잊게함 ㅋㅋㅋ 초반보단 중간~후반이 더재미있음
5278,브릭 맨션: 통제불능 범죄구역,8,이거 재미있나요? 기억이 ㅡ.ㅡ
5279,샹치와 텐 링즈의 전설,4,마블 영화라고 믿고 보다가는 아무리 작은 코도 크게 다칠것. 마블영화중에 제일 가슴이 뛰지 않던 영화.
5280,샹치와 텐 링즈의 전설,4,마블 영화라고 믿고 보다가는 아무리 작은 코도 크게 다칠것. 마블영화중에 제일 가슴이 뛰지 않던 영화.
5281,프리 가이,8,참신하면서 CG에 돈 많이 썼다는 생각이 들었다. 근데 컴퓨터게임 좀 해본 사람 아니면 이해를 못할 수 있겠다.
5282,최선의 삶,3,"일단 장르는 <여자 고삐리 가출 레즈페미>. 중구 필똥 남산 아랫또리의 유지나 정재형의 왕국 똥꾹때가 낳은 세계적인 영화 평론가 송경원은 자꾸 글가지구 장난치네. 그냥 담백하게 좀 써... 니 글은 구역질나. 일단 거두절미. 에꼴잡지에 여학생 운동장 오리걸음은 1984년생 여자감독이 살던 학창시절 끝물인데... 일단 이 영화가 던지는 메세지는 다음과 같다.""다 필요없구 말않듣는 불량10때들은 남녀불문하고 구석몰아넣구 몽둥이로 개패듯 패야 이 나라가 산다."""
5283,베놈 2: 렛 데어 비 카니지,4,스파이더맨보다 더 좋아빌 것 같았던 베놈을 2에서 이렇게 망쳐도 되는거임? 아직도 멍하네요.. 적당히만이라도 만들어줬으면 어케 마음을 다독일 수 있었을텐데...베놈1을 너무 좋아해서 베놈 3라도 하는 마음에 4점이지. 이게 베놈 1이었으면 톰하디 진짜 불쌍할뻔...
5284,진범,9,이정도면 재미있는거 아닌가
5285,베놈 2: 렛 데어 비 카니지,6,쿠키가 없으면 사람들이 관심이 없어요
5286,베놈 2: 렛 데어 비 카니지,9,기대만큼 흥미진진하진 않았고 실망스러운 면이 있았지만 나름 볼만 했습니다. 배우들 케미도 재미있었습니다. 가볍게 보기 좋을 것 같습니다.
5287,베놈 2: 렛 데어 비 카니지,10,재밌당 ㅠㅠ 베놈 멋짐 근데 목소리 좀 듣기시름 ㅜㅜ!
5288,베놈 2: 렛 데어 비 카니지,6,"보다가 존 영화는 덩케르크, 007 노 타임 투 다이 이후론 처음이다"
5289,보이스,8,스토리도 탄탄하고 몰입력도 대단했음- 거기다 자연스럽고 훌륭한 연기까지... 굿.
5290,보이스,8,스토리도 탄탄하고 몰입력도 대단했음- 거기다 자연스럽고 훌륭한 연기까지... 굿.
5291,실: 인연의 시작,10,전형적인 일본 멜로 보러 가는건데 뭘 더 기대하는건지.. 난 전형적인 일본 멜로가 좋아서 찾아보는데
5292,베놈 2: 렛 데어 비 카니지,10,이거 재미없단놈 마블이 영화마다 엔드게임급으로 만들어주길 원하는거임 ???
5293,모가디슈,8,시간가는줄 모르고 본 영화. 막 엄청 재밌진 않으나 몰입도가 엄청남
5294,실: 인연의 시작,8,남자 배우 너무 말라서 신경쓰이는거 말고 재밌었음
5295,말모이,10,선배님들 감사합니다. 요즘 세상에 목숨 걸고 하는 일이라는 걸 쉽사리 상상하기 힘듭니다. 그것 하나만으로도 너무 감사합니다.
5296,베놈 2: 렛 데어 비 카니지,5,좋은 연출과 텅 빈 스토리. 스토리의 흐름과는 상관 없이 무작정 달림
5297,베놈 2: 렛 데어 비 카니지,2,애들용 영화유치함웃기려고 하는데 안웃김90년대 할리우드 영화 스토리
5298,블레이드 러너 2049,8,영화의 진행이 다소 루즈 했지만 배우들의 연기와 영상미가 너무 너무 좋았다
5299,프리 가이,10,소재가 독특해서 재밌게 봤습니다 시간이 금방가네요
5300,베놈 2: 렛 데어 비 카니지,3,90분짜리 마블 영화 광고
5301,보이스,10,스릴있고 너무 유익한영화. 바보라서 당하는게 아니라 당할 수 밖에없다는걸 잘 알려주는 영화네요
5302,뷰티풀 마인드,10,혼자만의 외로운 싸움을 하는 천재 곁에 있어주었던 너무 좋은 아내와 친구
5303,베놈 2: 렛 데어 비 카니지,2,이렇게 시간이 안가던 영화는 처음 ..개연성도없고 머리만아프고 정신사납고 시끄럽고  시끄러운데 졸았음
5304,제8일의 밤,8,적당한 재미....  감동은 없음...
5305,소리도 없이,10,아역 두명 너무 귀엽고 연기도 잘하고 재밌어요^^
5306,더 길티,7,초 저예산 영화. 전화기만 붙잡고 있는 것 치곤 스릴있네
5307,랜드 오브 마인,10,"전쟁은 승자, 패자 모두에게 상처를 남깁니다. 2차대전 영화를 좋아했던 저에게 전후 상황과 전쟁의 의미를 생각하게하는 영화였습니다"
5308,모가디슈,10,추천합니다. 보는 내내 긴장감 넘쳤어요.
5309,베놈 2: 렛 데어 비 카니지,10,평점 6점까지 내려갈 영화는 아닌거 같은데..
5310,신세계,10,
5311,하트 오브 더 씨,10,초반시작은 기대하지 않았다 고래잡는 시시한 영화인가 했는데....갈수록 몰입도는 깊어지고 영상미 음악도 더욱 몰입시킨다 스토리는 실화라는게 놀라울뿐...
5312,에이리언: 커버넌트,7,1편 때문에 기대하고봐서 그런지 실망감이큼전편의 미스테리함을 끝까지 끌고가지 못하고 흔하디 흔한 에어리언이야기로 변질돼서 아쉬움
5313,베놈 2: 렛 데어 비 카니지,7,스토리는 별로였고 주인공과 베놈이랑 치고박는 장면이 재밌었네요 체감 감상시간은 엄청 빨리 지나감 보면 뭐랄까 중간에 뭔가 끊긴기분?1만큼 재밌진 않네요 쿠키영상 보면 3가 참 기대됩니다
5314,베놈 2: 렛 데어 비 카니지,10,스토리는 좀 부실 해도 볼거리가 많아요 ~~ 진짜 베놈 같은 능력 있으면 좋겠습니다! 우려와 달리 잘 보고 왔고 시원통쾌한 액션씬 비중이 작지 않습니다! 굿!!!
5315,내 머리 속의 지우개,6,박근혜 앞으로나와 때문에 집중이 안된다 ...
5316,모가디슈,2,북한이랑 화합하는거 제발그만해 감동없어
5317,미드나이트 스카이,8,"잔잔한 감성SF를 좋아하는데 결말해석도 맘에들고, 특히 영상미가 참 좋음!"
5318,베놈 2: 렛 데어 비 카니지,10,존잼 존잼 존잼 아니 평점 왜이래요 마블 덕후 지렸습니다 존잼 진짜로요ㅠ
5319,청년경찰,1,난임전문산부인과와 합작해 불법인신매매 불법 난자채취를 하는이야기가 나옵니다.난임이신분들은 보지마세요. 상처 많이 받습니다.
5320,콜,1,진짜 전개고 뭐고 너무 답답함 그만큼 감독이 의도한 바를 이뤘다는거겠죠?
5321,파리넬리,8,10대 때 보고 충격먹은 영화. 욕조의 색이 변하는 장면이 인상적이었던...
5322,시카리오: 암살자의 도시,9,"숨막히는 긴장감 몰입감 사실감까지 빈공간을 허용하지 않는 연출, 연기, 촬영, 사운드, 편집...멀티적으로 압도하는 [시카리오: 암살자의 도시]의 질주의 배기음은 강력하다. 총소리에 무감각해진 아이들의 청각은 방아쇠에 무감각해진 촉각으로 변해갈 미래가 예측되고 멈추지 않을 지옥의 카르텔은 현실과 정의의 경계선에서 건조한 물음을 더한다."
5323,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,10,짱구 보면서 운적은 첨입니다... 진짜 보면서 눈물이 혼자 또르륵...ㅠ
5324,007 노 타임 투 다이,6,"다니엘 크레이그의, 다니엘 크레이그에 의한,다니엘 크레이그를 위한 007 영화. 가장 007 같지 않은 007영화 하지만 다니엘이 가장 인간적이였던 카지노 로열과 완전해진 007이 된 스펙터까지를 관통하는 다니엘 007의 헌사의  영화로서 가치가 있다고 생각합니다."
5325,베놈 2: 렛 데어 비 카니지,10,
5326,베놈 2: 렛 데어 비 카니지,4,1편 보셔야 이해편하실듯혼자 말하는 습관 걸릴듯
5327,로제타,10,"내가 본 최고의 아역 연기, 위태롭게 위대한 발걸음이 모든 걸 말해주듯."
