,Title,Score,Comment
396,리멤버,10,엇 너무 슬픈데요...반전이 있었네요..우리나라의 역사를 같이 기억하면 좋겠습니다뼈아픈 역사가 소재가 되는 모든 콘텐츠는 많은분들이 보고 우리 다들 각성했으면 좋겠습니다.이성민 배우님 연기 정말 잘봤습니다.감사합니다.
397,스즈메의 문단속,10,상당히 잼있네요. 그림 자체도 만화가 아닌 작품퀄리티 대깨들이 뭘 알겠습니까 문죄인만 알지. 슬램덩크나 스즈메 강추여
398,스즈메의 문단속,10,너무 슬퍼서 울었어요ㅠㅠ
399,소울메이트,1,이런 개영화는 아니야...게이 레즈...
400,카운트,10,웃음과 잔잔한 감동까지.  진해의 벚꽃배경의 풋풋한 고딩들과   열정의 선생님^^  마음이 따뜻해지는  지루하지 않아요~
401,플레인,6,재미있게 잘 본 영화입니다.저는 필리핀에 살고있는 이슬람 극단주의자들 가장 혐오합니다.이슬람교는 악의 축입니다.
402,아멜리에,7,예쁜 재개봉 포스터에 끌려서 보게 되었는데 포스터보다 더 사랑스러운 영화. 크렘브륄레 톡톡
403,피와 뼈,10,피를 뒤집어쓴 기분이다
404,놉,8,재밌게 봄. 호불호가 있어서 걱정했는데 묵묵히 참고 본 보람이 있네. 초중반까지  적응하기 힘듦.
405,페르시아의 왕자: 시간의 모래,1,걍 킬링타임용으론 볼만한데 명작이라고까지 칭하기엔 부족한 부분이 많다. imdb 평점 6.6 현지에서도 평가는 그닥. 위에 나이별 평점비율만 봐도 알 수 있듯이 고평가한 사람들은 대부분 10~20대 여성
406,플레인,4,"음,,, 그냥 돈안들인 b급영화 입니다오늘 5000원에 보고왔는데,,,딱 5000원짜리 영화입니다,,2시간이 길다고 느껴졌습니다킬링타임용 안되니 기대하지 마세요"
407,데시벨,8,여운이 남고 슬프네요 ㅜㅜ
408,이니셰린의 밴시,8,사랑한다는데 왠만하면 좀 받아주지…
409,소울메이트,10,감동그잡채였습니다.
410,베네데타,7,"입체적인 여성 캐릭터, 언제나 환영."
411,교섭,2,일단 소재가 똥물교회 얘기라 비호감으로 시작
412,스즈메의 문단속,1,일본애니 특유의 감성인듯하나 보는 내내 닭살돋음 유치했고  스토리 개연성 다 흐리멍텅놉
413,애프터썬,9,담담하게 연기하는 폴 매스칼의 연기도 끝 엔딩의 여운도 오래 남아요. 그래서 극장에서 2번 봄..
414,이니셰린의 밴시,9,시대적 배경과의 어우러짐. 콜린파렐의 최고의 연기
415,소울메이트,10,이게 사랑이지 우석인 좀 비켜봐봐
416,혼자 사는 사람들,10,"""나는 원래 혼자서 밥도 잘 못먹고,혼자 잠도 잘 못자고"" 라는 말에서 혼자 사는 사람들이라는 영화가 보내는 메세지를 모두 담았다고 생각한다.  주인공은 혼자만 있는 삶속에서 혼자 밥을 먹고 혼자 잠을 자는데 익숙해졌지만 자신의 감정을 드러내는법은 점점 잊어갔다. 그러던 와중 신입사원이 들어오고 신입사원이 자신의 감정을 솔직하게 드러내는 모습을 보고나서자신의 감정을 들여다보기 시작한다. 처음에는 돌아가신 어머니의 죽음을 인정하지 않는것 처럼 핸드폰에 저장된 ""엄마""라는 단어를 바꾸지 않았지만 주인공은 자신의 마음을 있는 그대로 받아들이고 결국에는 어머니의 죽음을 받아들이고""엄마""라는 단어도 ""아버지""로 바꾸게 된다.혼자사는 사람들이 자신의 감정을 들여다보기 쉽지않다. 왜냐하면 다른 사람과 감정을 섞을 일이 많지 않고 이 때문에 나의 감정을 놓치기 쉽다.  이 영화가 혼자사는 사람들에게 주는 메세지가 ""스스로의 내면을 바라보고 받아들여라""가 아닌가 싶다."
417,스즈메의 문단속,5,개연성이 부족하고 영상미는 볼만하였음.
418,스즈메의 문단속,10,너무너무 즐겁고 재밌게 봄 영상미가 진짜 대박임
419,에브리씽 에브리웨어 올 앳 원스+,10,가장 다정한 자가 가장 강한 자다
420,압꾸정,1,우엑 넷플로 봤는데
421,루터: 태양의 몰락,2,아니 그많은 경찰들이 싸이코노인네 하나를 못잡고 저리 휘둘리냐 ㅡ 형사를 뒤쫒을땐 가까이에서 덥칠생각으로 좁혀와야지  멀리서부터 100미터 달리기도 아니고 칼로 인질잡고 있는 싸이코노인네  버젓이 노치고 참나...너무 억지스럽다  노인네가 1대1로도 경감보다  뒤지질않네 ㅡ수갑부터 채우고 잡으래도 멍청하게 뒷통수나 당하고  무슨.특수경찰이 저리멍청한지
422,스즈메의 문단속,6,음 ..너의 이름은을 재미있게 봐서 봣지만너의 이름은 보다 스토리 개연성이 너무 떨어짐시간을 달리는 소녀나 하울의움직인성 센과치이로 포뇨 이런 영화는 확실히 스토리가 탄탄하다고 느꼇는데 이런영화를 바라고 보면 실망하게 되는영화..영상미는 나쁘지 않았음
423,스즈메의 문단속,10,꺄~~오타쿠의 심금을 울렸다 너무 좋아ㅠㅠ다이진 너무 귀여우어우엉또 볼래
424,스즈메의 문단속,9,즐겁게 관람했습니다.
425,스즈메의 문단속,2,의도는 뭔지 알겠으나.. 난잡한 내용..  그래도 영상미는 인정
426,스즈메의 문단속,10,믿고보는 신카이마코토!
427,갓파 쿠와 여름방학을,10,정말 잘봤습니다 인간은 너무 잔인하고 인간은 너무 착해요 인간이란 존재는 마음먹기에 따라 천지차이만큼 달라지는거같아요 갓파 쿠 좋습니다 아찌도 좋습니다
428,몸 값,9,별기대없이 봤는데 겁나 재미있음웃기면서 스릴있고 개운하고시즌2나왔으면 좋겠음연기자들 연기가 찰져~잘만들었음안보신분 꼭보시길
429,소울메이트,10,"우리는 살면서 동성이기에 우정으로 넘겼던 사랑이 많고, 이성이기에 사랑으로 착각한 많은 순간을 살아간다."
430,더 웨일,8,브랜든 연기 뿐 아니라 스토리도 좋아요
431,소울메이트,10,영화볼땐 그냥 감동이네~  이러고 나왔는데주인공엄마가 하은이한테 한 대사가너무 나에게 위로가되어서 집가면서 펑펑 울었습니다ㅜㅜㅜㅜ
432,소울메이트,10,사랑이었네.. 펑펑울다가 나왔어요
433,유령,2,개연성 없는 스토리와 뜬금없는 한국식 신파극의 향연... 추리물로도 액션물로도 애매한 장르가 되어버림
434,스즈메의 문단속,10,
435,에브리씽 에브리웨어 올 앳 원스+,9,감독이 혹시 ADHD가 아닐까 싶은 전반부를 참으니 꽤 괜찮은 후반부가 나왔어요! 중간에 나가시는  분도 계시던데 좀만 참아보시길!
436,바람 바람 바람,8,한국영화 왠만한건 성에 차지 않는데 이건 나랑 좀 맞는듯. 재밌다.
437,플레인,10,평점에 후한 편이 아닌데 개꿀잼입니다 ..함 보세요
438,스즈메의 문단속,10,"역시 실망따위는 시키지 않는 신카이 마코토.. 주인공인 스즈메와 소타의 캐릭터성, 스토리뿐만 아니라 스쳐지나가는 인물들한테까지 생동감을 느끼게 하는 감독의 능력에 다시 한번 감동했다. 영상미와 ost까지 최고였다. 살아숨쉬는 순간순간을 뒤돌아보게 했던 영화."
439,이니셰린의 밴시,1,김빠진 콜라 (주의:신체 일부가 훼손되는 상황이 발생함)
440,소울메이트,10,그저 스쳐가는 사람들인줄 알았던 친구들이 문득 그리워진다
441,데시벨,2,아 좀 영웅심리 버려라.. 목숨이 왔다갔다 하는데 눈앞에 노인이있던 애기가 있던 나살잘고 뛰는게 더 현실이지 노인이나 애기나 죽던말던 뭔상관이라고 남인데
442,사바하,10,개독교 그만 평범테러 하세요 :)
443,무뢰한,8,'진심이야?' 4음절에 100마디의 감정을 응축시키는 연기의 압력.
444,플레인,10,버믿보 버틀러는 믿고 본다 걍 최근 나온 영화들중 제일 재밌음 저형은 늙어도 잘생겼어
445,모가디슈,7,영화는 극장에서 봐야 제맛
446,날씨의 아이,8,초반에는 미성년자한테 왜이러나 생각했고 몰입못함.(여주가 돈벌기위한 선택이나 가출 등등.. k할미는 보기불편했음. 너무 현실적이여서 그럴지도)총도 결국 극적인장면 연출을 위함이겠지만 억지스러운 느낌... 근데 후반부로 갈수록 좋았고 마지막엔 감동까지.. ost 와 연출 분위기 다 후반부로 갈수록 극대화되고 몰입도를 높여줬어요.빗소리도 듣기좋음. 추천
447,스즈메의 문단속,10,다이진…사랑해./.사랑해 다이진…내 아이가 되어줘….
448,젠틀맨,5,.
449,로또쉐어,1,연기 연출 스토리 모두 그자체가 스릴러다..
450,신비한 동물들과 덤블도어의 비밀,5,어쩌라는 건지
451,중경삼림,10,왜 좋은지 모르겠는데 미칠듯이 좋다
452,가재가 노래하는 곳,10,원작에서 궁금한 활자를 화면으로 잘 살려냈다고 생각합니다. 카야의 성장을 응원합니다.
453,스즈메의 문단속,10,최근에 본 영화중에 제일 재미있어요
454,헤어질 결심,10,"마침내,"
455,스즈메의 문단속,10,정말 여태껏 영화보면서 눈물이 났던 적이 없는데 저의 경험과 연관이 있어 그럴수도 있지만 정말 최고의 작품인 것 같습니다.
456,소울메이트,10,여운 남네요. 보면서 울었어요.
457,플레인,8,캡틴이 너무 멋졌습니다.
458,압꾸정,1,중간에 ytn 나와서 기분 잡침
459,다음 소희,2,"저예산에 독립영화같아도 다 그냥그냥 볼만한데 악플달려는 것도 아니고, 참견하려는 것도아닌데. 화면이 너무 흔들림. 화면만 안 흔들렸어도 더 볼만했을거같은데 화면흔들리는게 자꾸 보여서 집중이안됨."
460,파어웨이,8,50대 꼰대남 오랜만에 웃다
461,플레인,9,
462,데시벨,10,실제로 있을법한 이야기..천안함이 기억나네요ㅜㅜ
463,영웅,10,나라를 독립시켜 살리려했던 수많은 독립운동가들의 뜻을  다시 생각하게 된 영화.김고은배우의 솔로신은 전율이  일어나  무한 감동을  하게  한다
464,스즈메의 문단속,10,스즈메 사랑해.. 진짜 디테일도 미쳤고요..제 인생영화..ㅠ
465,한산: 용의 출현,10,엄지 척  명량도 재미잇엇지만 한산도 너무 재미만땅~
466,에브리씽 에브리웨어 올 앳 원스+,10,아빠가 항상 하던 말이 생각났다내가 태어나서 가장 잘한 일이 첫째로는 너네 엄마 만난 거고 두 번째로는 너네 태어난 거야
467,상견니,10,6번 봤습니다…또 보러 갈거에요ㅠㅠ
468,스즈메의 문단속,10,정말 재밌습니다!!!! 꼭 보세요 신카이 마코토님의 영화는 믿고 보세용!!
469,비스트,2,도대체 구급상자에 뭐가 있다고 그렇게 찾는겨? 반창고 붙이게?
470,비상선언,4,임시완 전후로 영화 재미가 극과 극임;
471,킹메이커,10,"연기가 불 같은 사내와 물같은 사내의 연기 빅뱅. 평소에 퍼붓던 사내는 물처럼, 물처럼 잔잔하던 사나이가 불처럼 에너지를 내뿜음."
472,스즈메의 문단속,1,돈 아깝습니다 돈아까워요
473,소울메이트,9,사랑보다 가족처럼 소중한 친구의 진한우정에 감동했습니다 여러모로 좋은영화인거같고 무엇보다배우들의 연기가 괜찮았습니다.
474,바빌론,7,볼만하나 투머치
475,스즈메의 문단속,10,역시 최고!!! 재미 웃음 감동 모두 기대 이상이었습니다!!
476,탑건: 매버릭,9,1보다 훨씬 재밌고 보는 맛이 있다
477,소울메이트,10,인생영화입니다..!!
478,유령,5,명절특수로도 별로
479,살수,2,"이게 진짜 2023년 영화 맞냐;; 스토리, 연출, 액션등 모든 분야가 90년대급인데ㄷㄷㄷ 진짜 10노잼이엇다"
480,에브리씽 에브리웨어 올 앳 원스,10,두 번째 관람 땐 처음부터 끝까지 오열하면서도 웃고 있었음
481,교섭,4,예상되는 스토리
482,스즈메의 문단속,10,"너의 이름은,날씨의아이 보단 아니지만 영상미가 아름답고 ost도 좋았음 볼만한? 영화"
483,블랙 아담,6,액션 괜찮고 히어로들도 다 매력있음
484,소울메이트,10,감성충만 김다미 이뻐요
485,바빌론,6,할리우드를 보여주는 영화
486,비밀은 없다,9,전 재밌게 봤어요. 첨엔 별로 기대 안했는데 마지막으로 갈 수록 대박. 손예진 역시..!
487,블랙 팬서: 와칸다 포에버,5,연기는 다 잘함
488,다음 소희,10,"""힘든 일을 하면 존중받으면 좋을텐데, 그런 일을 한다고 더 무시해."" 배두나 배우님의 대사가 마음을 울립니다. 현실을 바탕으로 한 영화라서 더 마음이 아프고, 이 영화로 인해 열악한 노동 환경, 부조리한 사회와 사람들의 인식에 변화가 있길 바랍니다."
489,서바이벌 패밀리,10,굿  재밌어요  수작입니다
490,스즈메의 문단속,9,영상미가 아름답습니다.
491,원피스 필름 레드,7,"우타 콘서트, 게스트 샹크스. 그래도 재밌었음."
492,소울메이트,10,기쁨 슬픔 행복 애잔함 따뜻함 그리움..사람의 여러가지 감정을 한번에 느낄수 있었던 좋은영화였습니다 곱씹을수록 의미있고 시간이 흐름에 따라 자연스럽게 어우러지는 모습과 감정연기 최고였습니다!
493,본즈 앤 올,8,잔혹동화
494,대외비,8,배우들 연기가 좋네요.
495,샤잠! 신들의 분노,10,다들 평이 안좋은데.. 요즘은 영화좀문가들이나 진지충들이 많아서 그런데..그럼 니들이 만들어봐라... 그냥 적당히 마음을 비우고 즐기면 볼만한 영화 많다...여친이랑 킬링타임용으로 봤는데 그냥 재밌게 봤고 웃으면서 극장 나왔다
496,폭격,10,다시는.. 두번 다시는.. 절대로..
497,스픽 노 이블,2,정말 어의가 없는 영화 말도 안돼 욕 나온다!!! 열받는 영화!!!!
498,디 아더스,9,반전 영화계의 걸작
499,소울메이트,10,잔잔하지만 몰입하게 하는 힘이 있네요. 정말 잘 리메이크한 영화이기도 한 것 같습니다.
500,스즈메의 문단속,8,오프닝 시퀀스랑 도쿄상공은 길이길이 남을 명장면
501,블랙 팬서: 와칸다 포에버,10,아우...내눈물ㅠㅠ와칸다포에버~~~♡♡♡
502,건축학개론,10,감정에 잘 몰입하게 됨 재밌음
503,아쿠아맨,10,이런게 판타지지.
504,어떤 영웅,7,"(정치적?,도덕적? 가치가) 어떤 영웅?"
505,데시벨,1,
506,스즈메의 문단속,4,작화는 좋았지만 감동도 여운도 없는..
507,스즈메의 문단속,10,엉엉 울면서 봄 마스크써서 다행이다..
508,더 퍼스트 슬램덩크,10,오래전 정말 재밌게 보고 내용이 기억이 잘 안나는채 영화를 봤는데 눈물이;;ㅋㅋ 그리고 그냥 최고
509,"힘을 내요, 미스터 리",10,유머와 감동 모두 잡은 수작
510,샤잠! 신들의 분노,1,"일단 너무 유치해서 보기 좀 그랬고, 어린이날에 유치원 아가들 데리고 보면 좋을듯.."
511,소울메이트,4,원작 영화 봤던 입장에서 한국에 적용하기엔 말도 안되는 어거지 요소가 많아서 몰입이 안된다. 영화 중간에 뛰쳐 나왔음. 그냥 원작인 중국 영화 보시길. 배우들 연기력은 좋음. 4점은 배우 연기임. 돈 아깝다.
512,나이브스 아웃: 글래스 어니언,10,정말 잘 만든 영화라고 생각합니다.
513,샤잠!,8,한번은 봐도될 영화...
514,교섭,1,똥물교회? 요즘은 기독교다닌다고 하면 믿고 거르는게 답이라며?
515,소울메이트,7,너는 내가 되고 나는 네가 되는
516,힐빌리의 노래,8,"그럼에도 불구하고,넌 잘 살아갈 수 있어!알겠지?!"
517,스즈메의 문단속,10,영상미도 그렇고 스토리도 너무너무 좋지만 이번에 OST가 진짜 미쳤다..!!
518,늑대사냥,1,울 형사님은 죄다 성인국자인가...보는 내내 답답해 미치겠네 ㅋ 뭐 영화를 이따위로 만드냐 ㅋ 추천 찍을게 없어서 ost 찍었다...
519,스즈메의 문단속,10,개울엇어요 하……..
520,금의위: 14검의 비밀,1,"머리 땋은거 인물 : 레게머리는 중국이 원조 우기기 -> 아프리카 및 흑인 다수 국가는 중국 속국일부 이종 격투 무술 : 현재의 이종 격투기는 중국 기원.  한복, 김치, 심지어 한글까지…. 중국은 정말 별로다"
521,스즈메의 문단속,10,
522,스즈메의 문단속,10,진짜 부족할게없는 영화
523,샤잠! 신들의 분노,8,별 4개는 영화 만드느라 고생했다는 수고의 표시고. 음 집에서 그냥 쉴껄 그랬다. 아까운 내불금 내놔라
524,스즈메의 문단속,6,"한마디로 요약하면 화려하게 치장한 빈 껍데기. N회차 관람자 이해안감. 잔잔하다는 게 어떤의미인지 모르시는듯. 주인공에 애정이 가지도, 스토리 전개에 이해가 가지도 않는다. 주인공의 감정선과 선택이 고개를 절레절레하게 만든다.  늘 느끼지만 이 감독님은 관람자와 주인공이 친해질 수 있도록 노력하시는 게 중요할 듯. 밤하늘만 넣지 말고. OST와 중간 중간 명장면 연출만 볼만하다. 곧 나올 미야자키하야오감독님의 마지막 작품이 더욱 기대되게 만든다."
525,전설의 라이타,10,액션씬도 좋고 스토리도 무난합니다. 재밌게 봤어요.
526,소울메이트,9,너무나도 서로를 동경해서 불행까지 삼켜버리는 우정은 감히 사랑이라 불러주는 것이 좋겠다.
527,블랙폰,9,기대안하고 봤는데 아주 재미있게봤어요.
528,올레,10,박희순의 새로운발견 ㅋㅋ 재밌습니다 ~ 꼭들 보세요 ^^
529,타이타닉,10,"내 인생 대명작인거같음.. 3시간 영화인데 한번도 지루하지않고, 몰입도도 엄청 높아서 집중해서 봤음. 3시간이 1시간처럼 빠르게 지나감..댓글중에 “로즈를 위해 죽은 잭, 잭을 위해 산 로즈” 라는 댓글이 있었는데 이거보고 한번더 울컥함.. 정말 진정으로 사랑한다는게 뭔지 알것같았음. 마지막부분이 진짜 슬펐음.. 잭과 로즈가 함께 하기로한 것들을 로즈 혼자 해낸 사진을 보여주는 장면인데 잭은 영원히 로즈 마음속에만 남아있다는게 너무슬픔... 모든사람이 다 봐줬으면 하는 영화임 진짜 재밌고슬픈데 가족이랑은 보지 말길"
530,에브리씽 에브리웨어 올 앳 원스+,10,결국 사랑은 반드시 이긴다.
531,소울메이트,8,영상미는 좋았는데 마감이 너무 대충인듯.그리고 만약 내가 애이빠면 애 대려갈듯.왜 가끔보러가지？그냥 좀이해가 안되요.중국판을 이미 봐서 그런지 스토리는 특별할게 없었어요. 그래도 두여배우가 개성있게 잘연기한듯하네요.볼만해요~
532,에브리씽 에브리웨어 올 앳 원스+,10,매트릭스 이후 최고혁명
533,스즈메의 문단속,10,여운이 남네요 좋았어요
534,마루이 비디오,1,나는 신이다 보고 좀 배워라 ㅉㅉ다신 이바닥에 얼씬도 말기를 이딴것도 영화라고...
535,소울메이트,8,그 때 그 시간과 지금의 우리
536,스즈메의 문단속,8,낯선이야기 재밌게 잘봤습니다 내 실패한 인생을 다시금 곱씹으며 ?
537,소울메이트,7,원작을 안 봐서 그런가 영화가 썩 매끄럽지는 않게 느껴졌다.
538,플레인,10,갠찬다 킬링용으로 (무슨열자를채우라고  길막질이냐 )
539,유령,10,배우들 아주 멋짐 브라보
540,포제션 오브 한나 그레이스,8,제인도 짭이지만 볼만 함
541,미 비포 유,9,"원작 책이 500페이지가 넘어서 영화로 어떻게 녹여냈을까 궁금해 하며 봤는데 역시 많은 내용을 정해진 시간 안에 다 풀어내야 하기 때문에 전개가 빠른 감이 있네요. 중간중간 장면 연결이나 감정선이 편집된 느낌이 들어서 좀 아쉬웠어요. 제가 책을 읽고 봐서 더 그런 느낌이 들었을 수도 있어요. 원작 책은 더 감동적이고 감정선이 디테일하기 때문에 책을 읽으시는 걸 추천드립니다. 그래도 이 정도면 잘 녹여냈다고 생각합니다. 안락사, 존엄사에 대해 깊이 생각하는 계기가 됩니다."
542,데시벨,2,와...심각하다 진짜
543,스즈메의 문단속,10,오랜만에 나온 신카이 마코토 감독의 작품
544,이니셰린의 밴시,8,"아주 고전적이고 무겁고 우울한 게 지금, 여기, 우리의 삶과 다르지 않다"
545,압꾸정,7,나름 킬링타임용으로 볼만 하던데 .나 근데 궁금한게 있는데 마동석이 제작한 영화는 왜 다 피쳐폰 쓰는거임?? 다른영화야 등장인물들 형편이 안좋나 했지만 뭔 여기서는 의사도 피쳐폰을 쓰고 있어??
546,스즈메의 문단속,10,스토리는 호불호가 갈릴 수 있겠지만 지진을 주제로 여러 메세지를 남기려고 한 마코토 형님 잘봤습니다. 도쿄상공 ost 다시 듣는데 소름 듣는다 ㅋㅋ
547,스즈메의 문단속,10,신카이 마코토 특유의 분위기가 돋보이네요
548,살인의뢰,2,"진짜 연출도 유치하고 스토리,결말 다 최악 결말보려고 억지로봤는데 결말 보니 더 화가나고 열받음 절대 안보는걸추천"
549,똑똑똑,5,그닥...ㅜ
550,데시벨,10,내동생 차은우가 죽었는데 화나는게 당연하지
551,스즈메의 문단속,7,안 보고 후회하느니 보고 후회하는 게 낫다. 쨋든 후회함
552,애프터썬,8,"막연한 불안감, 애매한 감정에 허우적거리다 아빠의 우는소리에 나도 숨죽여 따라 울었다. 그가 너무 불쌍하다"
553,소울메이트,10,"한 번 더 보고싶은 영화. 돈 주고 봐도 절대 아깝지 않은 영화. 친구란 무엇인가, 사랑이란 무엇인가, 가족이란 무엇인가에 대해서 다시 한번 더 생각하게 만드는 영화 도움이 되는 영화 !!!배우분들 너무 연기잘하시고... 내 인생영화됌??"
554,샤잠! 신들의 분노,8,저는 나름 재밌게 봤습니다. 다만 아쉬웠던점은 샤잠 일행들이 싸우는동안 저스티스 멤버들은 뭘했는가가 의문이었어요. 차라리 원더우먼이 등장을 안했으면 좋았을텐데 잠깐 나와서 정말 중요한역할을했지만 아쉬웠어요. 그리고 빌리가 어른의 샤잠이 되었을땐 너무 방정맞아서 그런부분이 좀 아쉬웠어요. 적당히 방정맞아야하는데 너무 방정맞아요. 그런부분이 집중이 사실 잘안되더라구요. 그리고 용타고다니는 여신의 능력을 더 보여줬으면 어떨까 싶었어요. 용과 지팡이로만 싸우는 액션이 약했다고 생각합니다. 하지만 그럼에도 즐겁게 봤습니다. 같은 혈육은 아니지만 가족이라는 구성원의 소중함을 일깨워주는것같아서 좋았어요. 지금은 지극히 개인주의 시대잖아요. 이기적인 사람들이 너무 많아져서인지 이런 부분이 저는 개인적으로 좋더군요.
555,6번 칸,8,추운 겨울을 녹이는 그의 자상함. 절대 잊지 못할 여행으로 남았다
556,우리 사랑이 향기로 남을 때,10,영화를 보면서 쌍팔년도 갬성이 느껴져서 눈물을 뚝뚝 흘리면서 보았습니다. 나중에 다시 한번 더 보고 싶을 정도로 만족.
557,소울메이트,7,잼있네요~배우들도 좋고
558,더 웨일,8,나는 왜 브렌든 프레이저의 모든 것이이해되는걸까. 삶은 지옥이다.
559,샤잠! 신들의 분노,4,진짜 유치해... 내가 이걸 왜 봤을까 차라리 일본 애니나 볼껄
560,멍뭉이,1,결혼한다고 강아지 남주려는것도 읭스럽고 어린 아이가 어른 때리는 걸 웃기다고 표현한 것도 너무 이상....
561,스즈메의 문단속,10,진짜 보는내내 스토리 감탄하고 소름 돋고 전율이 그냥 막 돋았음 와 개 띵작임 ㅠ사람들 다 너의 이름은 못이긴다 하는데 절대 그렇지 않아 둘다 동급이야
562,올레,1,경박하다..중년남자들이 여자한번 어떻게 해보려고  쯧쯧
563,소울메이트,10,좋은  영화다
564,항거:유관순 이야기,7,재미랑은 상관없이 봐야하는 이야기라고 생각됩니다
565,히트,10,"사람은 무엇으로 살아가는가? 답 없는 인생의 질문에, 작은 등불을 밝혀주는 마이클 만 감독에 감사한다."
566,소울메이트,10,영화 당첨되어서 봤는데 괜찮았음
567,압꾸정,2,뭐지... 싶은 느낌으로 영화가 끝났다
568,영웅,10,평소에도 역사를 좋아하는 만큼 영웅은 매우 기대되었는데 코로나 때문에 공개가 연기되어 많이 아쉬웠는데 그많큼 만족스러운 작품이고 연기 하나하나가 진심이 느껴졌습니다 추천합니다
569,플레인,4,이 영화 플레인을 컴플레인합니다!
570,소울메이트,10,잔잔한 울림과 코 끝 찡한 여운이 있는 영화
571,소울메이트,10,기대이상으로 재미있고  또 한번 더  보고 싶네요~
572,뷰티 인사이드,10,
573,어떤 영웅,7,단 한 방울의 거짓이라도 섞여있다면 그것은 진실이 아니다.
574,검사외전,10,강동원씨 능글맞은 연기 최고였어요황정민씨와 김성민씨 연기는 늘 감탄합니다
575,스마트폰을 떨어뜨렸을 뿐인데,2,괜히봄..내용도 그냥그렇고 연기도 그냥 그러네요.
576,플레인,5,우당탕탕
577,크리드 3,9,캉 포스 미쳤다. 앤트맨3 보다 더 무섭게 나옴
578,플레인,7,이 영화를 액션 팝콘 무비라고 평하는 이들이 많지만 팝콘 무비가 귀해진 이 시대에는 그 표현이 충분한 칭찬이라고 본다.
579,양자경의 더 모든 날 모든 순간,1,갬성타령 좋아하고 갬성글 적는게 취미인 사람들이 평 높게 주고 후기 적기 좋은 영화
580,스즈메의 문단속,10,애니메이션계의 G.O.A.T
581,소울메이트,10,감정연기가 너무 좋았음…
582,똑똑똑,5,샤말란의 전작들을 보지는 못했기에 오히려 다행이라는 생각이 든다. 이 영화는 글쎄... 촬영과 효과 외에는 남는게 없었다.
583,샤잠! 신들의 분노,10,샤잠을 분깃점으로 DC가 마블을 제압할듯.
584,소울메이트,10,어느 하나 거를 것이 없는 타선. 자극적인 것이 넘쳐나는 헌실에 잠시 이너피스를 찾고 싶다면.
585,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,나이 50에 눈물 흘려 봤네요.일본은 싫다 정말 싫다.근데 이 영화는 추천합니다.
586,더 퍼스트 슬램덩크,10,"그냥 멋지다가 아닌 설명하기 어려울 정도로 엄청나고 농구를 모르는 사람도, 슬램덩크를 모르는 사람도 집중하며 재밌게 볼 수가 있음,, 제발 보세요"
587,스마트폰을 떨어뜨렸을 뿐인데,1,와...배우들 연기력아까운 스토리
588,파이프라인,3,ㅋㅋㅋ 이게 의식의 흐름이란 거구나 ㅋㅋㅋ 황당해서 말이 안 나옴.
589,똑똑똑,5,못 하나를 박는데 온갖 공구들을 꺼내놓은 격이다
590,조디악,10,"스릴러 중에 츄ㅣ고명자;@,#&-,@*"
591,샤잠! 신들의 분노,10,망해가는 매블빠들이 ㅂㄷㅂㄷ만함
592,압꾸정,2,넷플에서 1위에 등록 되어 호기심에 감상. 이건 영화라기 보다 하~뭐라고 해야하나? 즐비한 인물 상점
593,소울메이트,1,"역대급 재미 없.. 원작이 레전드라 그런가..몰입도 안되고, 대사도 영·· 연기.. 감동도 없고....실화냐....3년을 기다렸는데... 기대가 너무 컷나.. 개연성이 있는 게 맞는 건가... 변우석 배우는 잘 녹아든 것 같음   다른 배우들은 연기를 하는데 가슴이 울리지가 않아. 껍데기만 연기하는 느낌. 우정이 느껴질라 말라 하다가 결국 실패 별 1개도 깝.."
594,어느 가족,10,여운이 오래갈꺼같아요먹먹합니다
595,스즈메의 문단속,1,남자 얼굴이 못생겼으면 바로 입구컷이였을듯 ㅋㅋ
596,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",1,애니 초보들이 그걸 몰랐구나 일본식 짜집기 극장판을
597,오션스 일레븐,6,늙은 테스만 제외하면 볼만함
598,압꾸정,2,이건쫌아니지않나요넷플로본걸다행으로
599,스즈메의 문단속,8,진지하면 한없이 슬퍼지고 아무생각없이보면 같은장면이 계속되어 지루할수있다. 울컥하게만드는 순간순간들 감성적이라면 보면 눈물 흘리게 될 영화ㅠㅠ 마스크써서.다행히 눈물은 보이지않았지만 마음이 먹먹하고 슬펐다 ㅠ사람들을 문에서 들어갔다 나오면서 ㅠ 하는이야기들 그리고 고양이키우는사람이라 보면서 더슬펐다 ㅠ 세상에 모든 이별은 슬프다.
600,루터: 태양의 몰락,8,재밌게 봤어요 어디서 본듯한 내용은 있지만 킬링타임용으로 재밌어요
601,스즈메의 문단속,10,걍 미쳤습니다;; 역시 믿고보는 마코토형… 전 재밌었는데 취향차이가 있나보네요…
602,똑똑똑,7,흐음...좀 아쉽다...
603,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2,보지마라. 그 돈으로 다른거 해라
604,소울메이트,8,
605,에브리씽 에브리웨어 올 앳 원스+,10,진짜 싸우는 법을 배울 수 있는 영화
606,소울메이트,10,잘만든 영화다 여운이 오래남는구나
607,스즈메의 문단속,9,믿고보는 클라이막스와 전율 호강하는 디자인 색채
608,플레인,8,"단순하고 스트레스 없고, 진정한 팝콘무비"
