Title,Score,Comment
헌트,10,이 영화보고 이정재와 정우성을 존경하기로 했다!! 이렇게 훌륭하게 성장한 청춘스타가 있었던가? 그들의 20대는 외모만 빛났을지 몰라도 이제는 영화 자체로 빛난다. 그들의 브로맨스가 그저 고맙다.
육사오(6/45),10,오랜만에 극장에서  실컷 웃었던 영화강추합니디가족들과 같이 보몃 더욱 좋을 듯
육사오(6/45),10,딸이랑 극장에서 크게 웃으면서 봤네요연출 스토리굿 연기들도 잘하고 시간가는줄 모르고봄
킬러의 보디가드 2: 킬러의 와이프,7,솔직히 이것도 많이 준거다 왜케 영화가 싸구려가 됨?
육사오(6/45),10,아무생각없이 재밌게 웃으며 볼 수 있는 영화
리미트,10,이정현+문정희 리미트 없는 연기력 ㅜㅠ 굿
한산: 용의 출현,7,영화 자체는 냉정히말해서 그저그랬음
시맨틱 에러: 더 무비,10,극장개봉이라니 너무 설레는데요 ㅠㅠ
리미트,2,끔찍하다 보다나왔다 지친다 한장면 장면
한산: 용의 출현,10,전장에서 가장 용감할 수 있었던 이순신 장군님은정말 많은 고민과 고민을 거듭했다ㅠㅠ힘내장!!
사바하,10,
미 타임,10,너무 웃기고 잼있어여...적극추천
육사오(6/45),10,너무우울하고 아무생각없어서 그냥봤는데처음바로는 안웃어도 계속 웃기니까 아무생각없이 저도 웃고있더라고요 잘봤습니다재밌어요
헌트,8,이정재배우가 감독이라 그런지캐스팅이 완전 최고더라구요줄거리는 뭔가 끝에 뭐지..?하는게 있긴한데배우들 연기가 쨍쨍해서 재미있게봤습니다.
더 킬러: 죽어도 되는 아이,8,숲을 보지 않고 나무만 본다면 훌륭한 영화
외계+인 1부,2,최동훈이는 너무 쓸데없이 개그코드가 많고 그러다보니 재미 반감.. 고려시대 옷과 집들이 송나라 시대같은 느낌.. 창피하다.
놉,2,그렇게 얘기하는 사람도 있었다. 아이맥스로 봐야 재미있다고...내 경험 상 아이맥스로 보면 재미있는 영화가 더 재미있어지는 경우는 있어도 재미없는 영화가 재미있어지는 경우는 없었다.
월요일이 사라졌다,7,소재가 신선했다. 여주인공 원탑 영화인데 연기도 훌륭하다. 내용전개나 설정에서 허술한 면이 없는건 아니지만 영화를 보는데 불편하지 않는 정도. 가장 큰 장점은 제목을 잘 지었다는거?
서울대작전,2,이런 쓰레기를 영화라고 만드는건 엄청난 자원낭비이다. 시대고증도 엉망 자동차 지식도 엉망 연기자들 연기나 가끔 보겠지만 스토리도 폭망 ㅋㅋ 어떻게 964가 88년도에 있냐 캐피탈은 89년도에 나왔네  저 각그랜저모델은 90년대초 아닌가?영화는 영화로 보라고. 알겠는데 . 끝까지 다 볼수가 없더라. 80년대 말 퍼블릭 에너미 런디엠씨 알겠어요 ㅋㅋ 제발 ㅋㅋ
리미트,10,배우들의 연기가 참 좋았습니다.영화의 흐름과 몰임감이 좋아서 시간 가는 줄 모르고 관람하고 왔습니다.추천합니다!!
리미트,10,배우들의 연기가 참 좋았습니다.영화의 흐름과 몰임감이 좋아서 시간 가는 줄 모르고 관람하고 왔습니다.추천합니다!!
시맨틱 에러: 더 무비,10,역시.. 잘생긴건 크게 볼수록 좋다.. 기절할뻔했음..
사랑할 땐 누구나 최악이 된다,8,사랑과 인생에 대한 적나라하고도 깊이 있는 시선. 누가 그녀에게 돌을 던질 수 있겠는가
리미트,10,"엄마는 아이를 위해서 무엇이든 할 수 있다. 배우들 연기력 장난 아님,,!!"
슬럼독 밀리어네어,8,괜찮음을 넘어서 훌륭한 인도영화. 일단 재밌고 이정도면 나의 시간을 투자한 가치가 있다. 기대보다 재밌어서 이게 인도영화인걸 잊고 있다가 엔딩에서 아! 인도영화 였구나 하게된다.
육사오(6/45),10,몇년만에 보는 코미디 영화인지  예측할 수없는 스토리와 반전 한번 더 보고 싶음ㅎㅎㅎ
헌트,8,액션신 많았고 배우들 연기가 좋았음 근데 뭔가 스토리가 이해하기 어려움
놉,8,공포같지만 결국엔 코미디
리미트,1,b급도 아니다 c급이다
명탐정 코난: 할로윈의 신부,10,
그레이 맨,8,쏘리.  내 스타일 아님.
노스맨,8,"상업 영화와 예술 영화 사이, 오락성 없이 담백하지만 강렬한 복수극. 느릿하지만 잔혹한 액션과 울부짖는 인물들 사이에, 신비로운 분위기와 아름다운 영상미가 빛난다. ps. 안야 테일러 조이 <3<3<3<3"
시맨틱 에러: 더 무비,10,시에러 ... 기다렸다 .. 극장에서 큰 화면으로 봐줄테다
서울대작전,1,시작하고 10분만 봐도 이 영화를 알수있습니다.
리미트,10,무난하게 볼만함끈끈한 유대관계는 없음
육사오(6/45),5,"어이없으면서도 그럭저럭 볼만하지만, 더 정제되고 세련된 코미디를 원한다"
놉,5,"무서운건 아닌데 이상함 그냥 겟아웃>어스>,,,,놉"
한산: 용의 출현,10,그저 국뽕 치사량에 고이 눈감습니다. 이런 멋진 영화를 만들어주셔서 감사합니다. 다만 왜놈주제에 잘생긴 변요한 배우인게 짜증났습니다.
리미트,4,왜 이 영화 평점이 높은지 모르겠다 액션이 기억에 남는게 없다 이정현은 칼 잡고 떨기만 하고 악당들은 다 다른 사람이 잡고 개연성도 없다 이정현은 그 의사 존재를 어떻게 알았을까
서울대작전,1,88년도 철거민들의 삶이 저렇게 퐈려했다니..너무 세련된게 독이 된 ...음..이 영화는 판타지무비!
헌트,10,이게 정말 배우의 감독 데뷔작이라고요? 진짜 재밌게 봤음
범죄도시2,10,마동석 멋져부러 ㅋ 손석구 추앙해용♡
한산: 용의 출현,8,진득이 알맞은 때를 기다리다가 학익진 완성되고 왜적들에게 화포를 퍼부을 때 쾌감이 있어요.
시맨틱 에러: 더 무비,10,4월달 왓챠에서 보고.. 영화로 보는.... 시맨틱에러.... 후유증 엄청 심해요.... 특히 OST가 사람 미치게 만듦... 이후로.. 4월달부터 저는 시맨틱에러에서 나오질 못합니다....여러분도 그렇게 되실거에요...
마녀(魔女) Part2. The Other One,10,욕으로 시작해서 욕으로 끝나네 10점은 줘봅니다 그래두
DC 리그 오브 슈퍼-펫,8,DC 애니가 이렇게 재미 있는줄 몰랐다2편이 기대됨
놉,4,재미있는척해야  영화에  대해  뭔가  아는건가?   더럽게  재미없다.
탑건: 매버릭,10,말이 필요 없읍니다 꼭 보세요.
나비 효과,10,
서울대작전,10,기대않고 보니 재밌었다
더 배트맨,4,내가 단순 통속적인건지.. 무거워지고 싶어하는거 알겠는데 시간 마져 길어 끝까지보기 어려웠음
시맨틱 에러: 더 무비,10,드디어 극장에서 시에러 본다..존버 성공
한산: 용의 출현,10,소재자체가 말이필요없지. 깊은 전율과 벅찬 감동.여러번봐야함.
탑건: 매버릭,10,나의 영화 순위 단연코 1위
녹턴,10,"상업 영화보다 재미있고, 감동적이었습니다. 영화 포스터와 예고편 만으론 조금 어두운 얘기가 아닐까? 라고 생각했었는데... 전혀 아니었습니다. '장애우 가족의 삶'을 그렸다라고 볼수도 있지만, 사실, 누구나 공감할 수 있는 사람의 '삶'과 '성장'에 대한 이야기라는 생각이 들었어요. 성호씨 가족은 '음악'이라는 매개를 통해 살아가고, 성장하고 있고, 우리들은 또 다른 무언가를 통해 살아가고 성장하고 있겠지요. 감동과 여운이 많이 남네요. 음악도 너무 좋습니다. 많은 관객분들이 보시길 바랍니다~!!영화를 보고나서 나의 '삶'도 돌아볼 수 있었습니다."
육사오(6/45),10,정말 재밌어요 아이랑 한참 웃었네요
불릿 트레인,8,재밌게 봤어요 볼만해요~
한산: 용의 출현,1,4점 주고싶은데 평점이 너무 높아 1점준다
외계+인 1부,10,별점테러 당하는 이유를 모르겠음진심 롱타임에도 불구하고 시간가는줄 모르고봤다전체적으로 흠잡을곳이없던데돈 하나도 안아까움별점테러보고 고민한 내자신이 한심예술보다 상업적이고 오락적인 영화입니다웃고  즐기기에 100점
육사오(6/45),1,0점은 못주나. .? 하.. tlqkf.. 알바들한테 낚였다
육사오(6/45),10,진짜 간만에 가볍게 볼수있는영화라서 너무좋았고 너무 좋아요 꼭 보세요 ㅠㅠ!!
해바라기,10,조폭싸움 이야기인줄 알고 들어왔다가 눈물 쏙 빼고간 영화.    영상미도 좋았음
리미트,10,"재미있다! 스토리 긴장감 있게 끌고간 감독의 연출과 몸을 아끼지 않고 열연한 배우들에게 찬사를! 주연과 조연 배우들이 연기가 매력적임! 만약 이 영화가 한산과 같은 대규모 제작비로 만들어졌었다면 퀄리티 (미장센과 액션에서 소품, 촬영, 장소, 로케등)가 더 뛰어난 영화가 되었을것. 꼭 보시길~ 잘 만든 진주같은 영화임."
한산: 용의 출현,9,"영화라는 특성은 있겠지만 실제 전투와 역사의 배경을 바탕으로손에 땀을 쥘 수 있는 내용 덕분에 끝까지 흥미진진하게 보았네요,박수 치고 싶었습니다."
헤어질 결심,10,
서울대작전,1,세상에.. 스토리 뻔하고 연출도 별로고 전장군 역할 연기는 어휴자동차 액션도 딱히 뭐 없고..
리미트,10,진짜로 시간가는줄 몰랐어요짱!
리미트,2,"돈이 아깝다 그냥,,,"
한산: 용의 출현,5,속시원하긴 한데 너무 길었다...
리미트,8,솔직히 9점대 영화는 아닌거같아요 재미는 있습니다
리미트,10,재밌었네요 이정현씨 연기도 좋았습니다 잘봤어요!
서울대작전,10,별 생각 없이 봤는데 완전 재밌게 봤어요 ㅋㅋㅋㅋ
헌트,6,
프레이,9,재밌게 잘봤습니다 기대 안하고 봤는데^^;
서울대작전,8,시간잘가고 잼나든데~~ 깊게 생각안하고 보믄 잼나요~~~ 연기도 잘하구 난 다좋았음
리미트,10,빠른 스토리 전개 배우들 연기가 너무 좋고 긴장감있게 재미있네요!!!!
리미트,1,평점알바에 속지말자~ 평점때문에 보자고해서 초반이라 알바라고 말해줬는데 둘다속음 ㅜㅜ집에서 볼껄 미리내용다파악해서 보면서 알려줌 연기꽝 반전꽝
네 마음에 새겨진 이름,10,아 진짜 .. 내 인생하고 최고하는 영화 ... 꼭 보세요 또 봐야겠지요 네 마음에 새겨진 이름 .. 연기 대단하고 진짜 대단하네요
외계+인 1부,8,"역시 영화는 직접 보고 판단해야한다.악평이 많은 영화였지만, 오락 영화로 너무 재밌게 봤습니다."
서울대작전,10,잉 나는 재밌게 봤는데…아무 기대도 없었고 생각없이 본것
한산: 용의 출현,10,이영화보고 이순신에 푹빠져서 박물관 순회중입니다
외계+인 1부,10,재밌어요. 왜 평이 낮은지 모르겠네
헌트,10,스로리 탄탄하고 상당히 재밌습니다. 추천~
한산: 용의 출현,10,대한민국~~~~ 이순신장군님 만세~~
육사오(6/45),8,감독의 약빤 연출과 배우들의 미친 연기로 계속 웃었어요 ㅋㅋㅋ
탑건: 매버릭,2,아빠 따라서 억지로 7080 라이브 카페 끌려가서 모르는 노래만 계속 듣고 나오면 이런 기분일까.
외계+인 1부,2,류준열배우 부터가 미스캐스팅으로 보임...
서울대작전,4,"유아인, 오정세, 고경표, 문소리...좋아하는 배우들 많이 나와서 기대하고 봤는데 보는내내 인내심 테스트하는 줄"
한산: 용의 출현,10,전투씬에 눈물흘렸다 이순신장군님 입덕 1일차 영화 각본이 어마어마하고 전투씬이 넘강동적임 배를 젖는 군사들의 노력도 놓치지않은  영화
브로커,10,강아지도 사고팔면 안되는데 왜 아기를 사고파는거지?
리미트,10,스토리 전개도 빠르고 배우들 연기가 너무 좋았어요!!!
리미트,10,이 정도면 감히 비상선언에 견주어도 충분할 웰메이드.
불릿 트레인,7,기차 액숀의 끝판왕
한산: 용의 출현,8,굿 정ㄷㅉㅍㄴ노ㅓ아여여ㅕ오옹
서울대작전,1,아쓰레기다이게 영화냐
한산: 용의 출현,6,"이순신 영감이 너무 젊게 나오고, 얼굴에 주름이나 상흔 하나 없이 나오니 너무 실감이 떨어졌다.영화를 보는 내내, 군관 나대용 그분만 기억에 남는다.영화의 제목을 바꿔야 하지 안을까 생각해보았다."
외계+인 1부,6,믿고 보는 감독과 배우들인지라 망설임 없이 보러 갔는데..음.아..ㅠㅠ와이프에게 2부는 보러 가자고 하기 힘들것 같은 예감...
한산: 용의 출현,10,정말 감명 깊게 봤습니다
헌트,10,벗겨보니 둘 다 빤쓰에 묻어 있었다.
헌트,10,현재 개봉작 중에 탑건매버릭 다음으로 괜찮네요.굿입니다.
서울대작전,10,넷플릭스에서 맘먹고 제작한 영화다운 재미와 탄탄한 스토리여서 너무 재밋게 봤네요
리미트,3,
리미트,10,이정현 진서연 문정희 세배우의 조합만으로도 충분히 즐길만하다!타겟스위치라는 설정도 신선했다
탑건: 매버릭,10,내인생영화..일반관1번 4DX 2번.. 말이필요없음
한산: 용의 출현,10,개인적으로 명량은 스토리는 좋으나 연출이 거부감이 있을정도였지만 한산은 모든것이 완벽했다.다만 일본어가 너어무 어색한점ㅎㅎ
프레이,10,생각보다 넘 재밌었어요 !
리미트,1,연기 스토리 음향 연출 등등 모든것이 최악
서울대작전,2,와 재미없어요진짜루요
육사오(6/45),8,간만에 쫌 웃었음유치하지만 맘껏 웃을수 있는 영화
노스맨,8,"연출,음악,사운드는 역시나 끝내주지만 새로운 시도답게 에거스 작품중에 가장 구린건 맞는듯ㅇㅇ 그래도 평작이상은 하는 작품이니 발할라의 황홀함과 더불어 스칸디나비안 간지를 느껴보세요!"
헌트,8,감독님도 포커 잘할듯
서울대작전,6,손발이 오그라들 것 같아요.
지옥의 묵시록,9,수지큐에서 발키리까지.. 물소 능지처참에서 공포.공포까지.. 베트남전이란 악몽을 꾸다.
서울대작전,4,"대사좀 각색 더 하지. 걍 현대차, 맥도날드 괭고."
매혹당한 사람들,6,'겁먹은 총 든 여자보다 무서운 게 없다'고 남부 군인이 말했다.
리미트,1,홍보에 테이큰이라는 단어를 어서 삭제하라.
미니언즈2,10,딸 생일날 온 가족이 함께 봐서 봤는데 재미있었어요 ㅎㅎ VOD 로 나오면 또 보려구요
리미트,10,모든 배역이 배우와 어울리지 않는다
인플루엔자,1,요즘 세대 남자들은 군대에서 폰도 쓰고 구타 가혹행위 일절 없으니 공감 안감.오래전 군 전역한 사람들은 공감 가는 스토리.내리 갈굼 이게 끝.스토리는 좀 지루하고 조금 잤네요.인플루엔자 시대에 살아서 보긴 했지만 간호사들의 이야기 뿐.
안테벨룸,6,동양인에 대한 차별은 그저 침묵뿐
더 배트맨,10,이토록 섹슈얼한 박쥐남자라니
리미트,10,리미트 영화 오랫만에 재밌게 보았네요~ 배우들 연기가 너무 좋았어요! 테이큰 영화를 넘 재밌게 봤어서 더 기대했는데 못지않게 잘 만들어진 영화 같아요! 배우들 OOO기 굿!!
김관장 대 김관장 대 김관장,9,역시 옛날 영화가 재밌어
반도,1,부산행보다 재미없고 북한이 존나나와서 개노잼임 보지마셈
킹메이커,10,불한당 감독이라는거에 매우 크게 놀람
어웨이크,2,오리지널 큐브 캐나다판과일본판 리메이크큐브와 설정똑같은거같은데
헤어질 결심,10,이 영화를 극장에서 못 봤넹
경관의 피,6,한국 영화들은 왜 이러는건지...
킹스맨: 퍼스트 에이전트,6,그럭저럭 또 속편이 나올까?
그린랜드,10,잘봤슴니다~~10점주고 갑니다
육사오(6/45),1,돈을 받고 봐야하는 영화 완성도에 실소가 나오긴 함
스파이더맨: 노 웨이 홈,10,모여라! 친구들! 하나 둘 셋
탑건: 매버릭,8,좋은 영화 감사합니다.
카터,1,"목욕탕 일본사무라이삘, 광고 노출씬, 잔인함이 가득, 어지러움, 와~~~~이런....cg"
토르: 러브 앤 썬더,4,토르를 이렇게 허무하게 소비하다니 유죄
한산: 용의 출현,10,잔잔하게 몰려오는 감동과 전율
서울대작전,10,어제 넷플에서 봤는데 무겁지 않고 가볍게 보기 재밌던데? 별점 반개주거나 한개 준사람 진짜 보고 단거 맞음? 평론가도 아니고 니들이 제작해봐라!
서울대작전,6,"너무 훌륭한 배우들,,,좋아하는 배우들이 다 나오시길래...예고편으로 색감도 멋지고..너무 기대했는데...몬가 대사가...좀 이상해요..배우들이 대사칠때마다 좀 부끄럽고, 약하고..기운빠지는 느낌.."
비상선언,4,한국 영화계의 비상을 선포하는 영화...
데이 시프트,4,그냥 넷플릭스 영화를 볼때마다 실망을해서 그런가 이젠 킬링타임용도 안되는 영화가 그냥 쏟아져나오는거 같네
스펜서,4,감동적이네요 추천해보아요
더 그레이트 샤크,2,차라리 대놓고 b급으로 만들어라 샤크스톰같이 이건 뭐 재미도 없고 남주 죽을때 타이타닉 브금은 뭐야? ㅋㅋ
사랑할 땐 누구나 최악이 된다,8,"걍~~ 북유럽스럽다. 젊은 날에 저렇게 살아보는것도좋지~싶다. 사랑도 학업, 직업도 아니다싶으면 다음 첍터로 넘어가듯이 갈아타가며..  환각상태도 경험해보고 ㅋㅋ... 짬짬이 현 시대 상황도 잘 반영해서 집어넣었다. 우리나라도 많이 세련됐다. 옛날같으면 청.불감인데 15세관람가"
더 그레이트 샤크,1,이런거 안남기는데 이건 너무 화가남. 이런것도 영화구나 지구한테 미안해짐
"어디갔어, 버나뎃",9,"현실감있는 소소한 웃음코드들이 있고, 초반엔 주인공 저 여자는 정신없고 왜 저러나 싶었지만 중반이 지나면서 많이 공감되고 그 마음이 동일시되는 느낌이들어 감동과 이입이 잘 되었습니다. 코미디 장르라 그런지 ""그리하여 모두 행복하게 사이좋게 잘 살았습니다"" 식의 마무리로 이끄려는 게 보였지만, 느끼게 된 메시지와 감동들이 많았기 때문에 만족스러운 영화였습니다."
헌트,10,연기 연출 스토리 모두좋네요
한산: 용의 출현,10,상상하던 장군님의 학익진을 볼수 있어서 좋았다
더 플랫폼,7,다른걸 다 떠나서 소재가 너무 흥미롭다
탑건: 매버릭,10,올해 본 영화 중에 가장 재밌음
눈발,1,답답한 현실도 힘드는데 이런 개고구마같은 영화.맘여린 사람들은 보지마세요.불편해져요.저도 끝까지못봤어요.주연배우연기만 볼만했음.
리미트,10,긴장감과 몰입도 두마리 토끼를 모두를 잡은 영화! 보는 내내 심장이 너무 쫄렸다!! 올 여름 최고의 스릴러 영화
외계+인 1부,10,생각보다 괜찮은데 왜 점수가 짬? 7점 8점은 되야될텐데
육사오(6/45),10,너무 진지하게 받아들이지 않고 보면 엄청 웃깁니다 ㅋㅋㅋ 재밌었어요
헤어질 결심,10,박찬욱은 역시 박찬욱이다. 그의 영화 문법이 정말 마음에 든다. 특히 이 영화에선 더더욱.
비상선언,6,"간만에 눈물 쏟아냈네요.나이가 드니까, 별거 아닌거에도 눈물이 나네요.억지 감성팔이가 너무 심하네요."
여름날 우리,10,원작보다 훨씬 좋다…!!!!
서울대작전,2,한번뿐인 인생 낭비하지말자
리미트,1,"“엄마판 테이큰” 이라는 선전 문구만 없었더라도, 연약한 여경의 고군분투를 그린 그럭저럭 잘 만든 영화라 생각 했을텐데, 테이큰을 갖다 쓰는 바람에 망했다.. 이정현의 통쾌한 복수를 기대하고 극장에 들어 간 사람은 고구마 삼만개만 먹고 나오는 기분이 들 것이다.. 칼만 들어도 부들부들 떨고 한대 맞으면 낙엽처럼 널부러지는 주인공이 무슨 복수를 한단 말인가? 그러다 보니 악당들은 전부 남이 죽이거나 스스로 죽거나 사고로 죽는 엄청난 우연이 연속된다.. 배우가 캐릭터를 잘못 잡은것이 아니라면 홍보마케팅 팀의 자폭테러.. 고생한 배우들의 열연을 “테이큰” 세글자로 박살낸 안타까운 영화!"
원피스 극장판 제트,8,아인은 진짜 매력적이다...본편에 다시 출연 요망
리미트,10,기대없이 봤는데 괜찮네요 재밌어요! 부담없이 관람하기 좋습니다
육사오(6/45),7,적당히 웃겼고 스토리가 좀 부족함
육사오(6/45),10,설정이 황당하지만 오랜만에 웃으면서 영화봤다 ㅋㅋㅋ
한산: 용의 출현,10,재외국민입니다. 해외 극장에서 보면서 눈물을 흘릴정도로 감동스러웠습니다.
탑건: 매버릭,10,완벽한 후속작입니다. 모든게 대단하네요
비상선언,7,아무리 대중 영화라지만 화상 채팅 장면은 정말 감당하기 어려웠습니다.
리미트,6,생각보다는 괜찮았네요
헌트,8,이게 배우의 감독 데뷔작?
제3의 사나이,8,흑백이라서 더욱 빛났던 영화
육사오(6/45),10,꿀잼꿀잼! 추천합니다!
서울대작전,10,재밌어요 ㅋㅋㅋ인물이 많이 나오네요
헌트,7,"배우분들 연기는 좋았으나, 스토리 지루함..한국어 듣기시험 같았음"
헌트,10,끝까지 지루하지 않고 너무 재미있게 봤어요
리미트,7,영화가 짧아서 오히려 더 좋았음. 킬링타임용 영화
사랑할 땐 누구나 최악이 된다,8,무엇이 자신인가를 찾는 와중에서 상처 입히고 상처 입으며 성장해나가는 이야기
서울대작전,10,재밌었어요!!!차보는재미도 있어용
말아,10,아무런 목적없이 사는 우리들. 어쩌면 삶의 이유와 의미를 김밥에서 발견할수도?
탑건: 매버릭,10,재미없다는 사람 있으면 나와 대거 1 출격 준비
외계+인 1부,10,재밌게 잘 봤어요 특히 배우들 연기력에 박수!
육사오(6/45),10,개존잼 걍 웃다가 끝남 추천
서울대작전,2,노잼... 마지막만 보면될둣
서울대작전,10,한국판 분노의 질주원판 2에서 나오던  후진하면서 ㅗ 날리는거 비행기 올라타는거 비슷하구마잉 난 재밌게 봄
서울대작전,6,머 기대치를 너무 분노의 질주로 보지는 말구 본다면 나쁘지는 않은데 평점이 저세상 이네 ㅋㅋ시간때우기 나쁘지 않아요
인천스텔라,10,(혼)자봤는데 (자)믈잘수없을정도로 몰입했습니다.(못)구현할것같은 장면도 전부 구현했어요.(죽)기전에 꼭 볼 영화입니다. (지)금 당장 보세요. 최고입니다. 꼭 보세요!
헌트,10,너무 재밌게봤어요다시 한번 더 보려고요 ㅎㅎ
외계+인 1부,10,호불호가 있다는 이야기에 고민하다가 보러 갔는데 전 너무너무 재밌었어요 2부 너무 기대됩니다
리미트,10,여자 느와르!! 넘 재밌게 봤어요~ 배우들 연기력에 몰입감 업!!
썬다운,8,
헌트,10,상당히 재밋음 난 영화 중반까지 감독 이정재의 사상을 의심했으나 결론은 아닌걸로 밝혀서 다행이라 생각함 이영화가 이해가 힘든 사람들은 일반적인 인과관계로 사고를 하고사는게 아니라 그렇다고봄 친절히 짚어주는 스타일이 아니라 보통사고로 사고하는 관객이 아니라면 난해할수도 있음
헌트,10,이정재가 영화찍으면 100% 또 표끊고 올꺼야!!!! 간만에 몰입해서 본 영화!!!육아스트레스 풀림 ㅋ
한산: 용의 출현,10,좋은 영화 감사합니다.
서울대작전,4,유아인씨 좋아해서 봤는데 중간에 껐어유.. 다음 작품 기대할게요
또 다른 365일,10,해피엔딩이면 좋겠어여속편 또 나와주세요ㅋㅋ
미니언즈2,10,아이와 가볍게 볼수 있어서 좋았습니다. 저도 꽤나 재미있었네요
외계+인 1부,10,50대 아줌마 ㅎㅎ 평점이 왜 이렇게 낮은지 이해가 안되는 부분 굉장히 재미 있어서  2번이나 보았습니다 2부가 기다려지는 ㅎㅎ 염정아님의 코믹도 좋고 김태리님의 연기 너무 좋았습니다
육사오(6/45),2,다음 스토리가 예상되는... 웃음포인트가 거의 없었음...
리미트,4,실제 있었던 가슴 아픈 사건인데스토리가 너무 빈곤하네요  솔직히 이정현씨 연기 못한다고 생각해 본적 없는데영화보니 모지???이런기분
비상선언,1,나는 다 봤는데 ㅈㄴ재미없더라
서울대작전,10,첨엔 재미없어서 평점 봤다가다시 보니까그런대로 볼만하네평점 테러 작작해라 시부랄
불릿 트레인,10,일본 원작소설이 기반이기 때문에 한국정서에는 호불호가 갈릴수 있습니다. 원작 소설을 유쾌하고 재밌게 잘 살려서 만든 영화로 타란티노식 B급 액션을 재밌어 하신다면 즐겁게 보실수 있습니다.
300,10,10점 당연한거아니냐
사랑할 땐 누구나 최악이 된다,9,온전한 나를 껴안아줄 관계가 필요하지만관계 속에선 온전한 내가 될 수 없는 모순.반복되는 그 모순 어딘가 살아가기.결국 시간만이 뒤늦은 대답을 해줄 뿐이다.
명탐정 코난: 할로윈의 신부,10,코난은 역시 더빙입니다박성태성우님 사랑해요
극장판 주술회전 0,10,제발 부산에 한번만 더 상영 시켜주세요... 몇번이고 또 보고싶어요
미니언즈2,8,귀여운 자식들 ㅎㅎㅎㅎ
리미트,3,뭐 알바들만 모였냐? ㅋㅋ 지금 보고 나오는 길인데 개노잼인데.. 돈 주고 볼빠에 탑건같은 명작영화 본다 제발 정가주고 이 영화 보지마.. 무슨 홍보를 엄마판 테이큰? 참나 어이가없네 ㅋㅋ 님들 돈 아끼셈.. 제발..
365일,10,와 너무 재밌는데.. 완전 명작인데 ♡ 완전 내스타일 !!!
육사오(6/45),9,배우들의 연기와 로또라는 우리내 관심사와 맞아 떨어진 영화로 재미있게 본 영화였답니다  영화 끝나고 로또구매했는데 꽝  ㅠㅠ
한산: 용의 출현,6,개그맨 새끼 하나가 꽁트찍어서 집중개방해됨. 다들 사극톤인데 장군장군 거리면서 대사칠때 영락없이 웃찾사 꽁트톤ㅉㅉ
헤어질 결심,1,난해하기도 이상하기도
리미트,3,나도 알바로 써주셈 기깔나게 써줄테니까뒤통수같은 소리하고 있네..
한산: 용의 출현,10,정말로 재미있게 봤습니다
놉,10,영화가 끝나고 어떤 존재가 우리를 쳐다 볼 수 있다고 생각하니깐 무섭다.. 너무 재미있었어요!!
피는 물보다 진하다,4,해바라기 아저씨 에서 다 스리슬쩍. 그리고 이완은 기술 배우자
리미트,1,평점보고 예매하고 지금 20분지났는데 나갈려고 각잡고 있는중 알바들한테 당했다ㅡㅡ 아오 빡친다진짜 이게 무슨 영화냐 케이블에 이것은 실화다 같은 전개ㅡㅡ 아 쌍욕 나오네 진짜
놉,8,아는만큼 많은것이 보이는 작품....저 소재로 공포물을 만들어냈다는 것만으로도 박수를 보내고 싶다
헌트,6,배우진은 뛰어난데 그외에는 조잡하고 그닥 별로였음ㅡㅡ
365일: 오늘,10,배우들 연기도 너무 좋고 ! 영상미도 너무 아름답고 재밌는데... 시리즈물로 계속 나왔음 좋겠어요 ㅠㅠ
아이를 위한 아이,10,"핏줄이라곤 아들밖에없는 아버지딴엔 최선이라고 생각한선택(좋은쪽으로만 생각하면 가족이생기는게 얼마나 소중한지 본인이 느끼며 살았을테니 진심으로 서로 다 좋을거라 생각했을듯) 하지만 입양자에겐 대체품일뿐인 선택.. 하다못해 죽기전에 형이알게되면 주라고 편지라도 써두고 '내가 너의삶을 살아봤으니 널이해하고 속여서 미안하고 그래도 짧은시간동안 부자였으니 아버지로써 부탁한다고' 했으면 덜 상처였을지도.. 기댈곳이 없다는게 얼마나큰 무서움인지..그리고 보호종료아동이 얼마나 살기 척박한지 이해하기에 나이든 어른입장에서 냉정하게보면 ""너할거하고 보호자자리만있어줘. 그냥 이모이모부처럼 돈냄새맡는사람들에게서 아들과 유산을지켜주고 너도 진짜는아니지만 가족이라는 가정이라는 공간과 품속에서 편히살아""이런 삶이 해보다 득이많지만 이제갓 스물인 시기엔 납득이 되지않겠지.. 그래도 저 아버지란사람이 아들이준 술이라고 한잔했을땐 아이를위한 아이가아닌 찰나라도 내아들같은 아이이었길."
비상선언,6,"전도연 배우님 보러 간거라 그것만으로도 만족! 스토리는 딱히 기대를 안했고, 4D로 봤는데 두시간동안 비행기 추락 체험 하느라 고생했네요 ㅜㅜ"
또 다른 365일,10,영상미가 점점 더 탄탄해지고 연기도 좋은데 ! 그리고 원래 막장이 더 재밌는거야 ㅎㅎ 다들 진지충인가봄... ㅠㅠ
헌트,10,긴장감이 상당했음 생각보다재밌었음
육사오(6/45),10,70대 할머니와 50대 엄마 같이 영화보고 웃으며 즐거운 시간 보냈습니다 고경표님 ㅎㅎ 너무 너무 얼굴 표정이 재미 있었으요 마지막 반전이었습니다
서울대작전,1,"기대했는데,정말 재미가 없다"
육사오(6/45),1,재미도 없고 내용도 없고
육사오(6/45),9,우리 지금 만나. 당장.
육사오(6/45),8,재미있게 잘봤습니다ㅋㅋㅋㅋ 가족끼리 재미있게 볼 수 있는 영화입니다.
